MIRNA_ID	HAIRPIN_ID	FULL_ALIGN_HAIRPIN_START_INDEX	FULL_ALIGN_HAIRPIN_END_INDEX
mmu-mir-1251-5p	mmu-mir-1251	14	34
mmu-mir-1251-3p	mmu-mir-1251	52	72
mmu-mir-3060-5p	mmu-mir-3060	14	33
mmu-mir-3060-3p	mmu-mir-3060	50	71
mmu-mir-3061-5p	mmu-mir-3061	14	35
mmu-mir-3061-3p	mmu-mir-3061	59	80
mmu-mir-3062-5p	mmu-mir-3062	20	41
mmu-mir-3062-3p	mmu-mir-3062	64	82
mmu-mir-3063-5p	mmu-mir-3063	17	37
mmu-mir-3063-3p	mmu-mir-3063	59	80
mmu-mir-3064-5p	mmu-mir-3064	3	24
mmu-mir-3064-3p	mmu-mir-3064	44	65
mmu-mir-3065-5p	mmu-mir-3065	14	35
mmu-mir-3065-3p	mmu-mir-3065	53	75
mmu-mir-3066-5p	mmu-mir-3066	13	34
mmu-mir-3066-3p	mmu-mir-3066	50	71
mmu-mir-3067-5p	mmu-mir-3067	15	37
mmu-mir-3067-3p	mmu-mir-3067	51	73
mmu-mir-3068-5p	mmu-mir-3068	11	34
mmu-mir-3068-3p	mmu-mir-3068	52	73
mmu-mir-3069-5p	mmu-mir-3069	2	25
mmu-mir-3069-3p	mmu-mir-3069	43	64
mmu-mir-3070a-5p	mmu-mir-3070b	17	39
mmu-mir-3070a-5p	mmu-mir-3070a	17	39
mmu-mir-3070a-3p	mmu-mir-3070a	57	78
mmu-mir-3070b-5p	mmu-mir-3070b	17	39
mmu-mir-3070b-5p	mmu-mir-3070a	17	39
mmu-mir-3070b-3p	mmu-mir-3070b	57	78
mmu-mir-3071-5p	mmu-mir-3071	14	35
mmu-mir-3071-3p	mmu-mir-3071	48	69
mmu-mir-3072-5p	mmu-mir-3072	16	37
mmu-mir-3072-3p	mmu-mir-3072	51	72
mmu-mir-3073a-5p	mmu-mir-3073a	15	36
mmu-mir-3073a-3p	mmu-mir-3073a	53	74
mmu-mir-3074-5p	mmu-mir-3074-2	14	35
mmu-mir-3074-5p	mmu-mir-3074-1	14	35
mmu-mir-3074-1-3p	mmu-mir-3074-1	52	73
mmu-mir-3074-1-3p	mmu-mir-3074-2	54	69
mmu-mir-3075-5p	mmu-mir-3075	13	33
mmu-mir-3075-3p	mmu-mir-3075	53	73
mmu-mir-3076-5p	mmu-mir-3076	2	25
mmu-mir-3076-3p	mmu-mir-3076	37	59
mmu-mir-3077-5p	mmu-mir-3077	1	25
mmu-mir-3077-3p	mmu-mir-3077	43	64
mmu-mir-3078-5p	mmu-mir-3078	16	38
mmu-mir-3078-3p	mmu-mir-3078	55	74
mmu-mir-3079-5p	mmu-mir-3079	15	37
mmu-mir-3079-3p	mmu-mir-3079	58	78
mmu-mir-3080-5p	mmu-mir-3080	12	31
mmu-mir-3080-3p	mmu-mir-3080	48	69
mmu-mir-3081-5p	mmu-mir-3081	16	38
mmu-mir-3081-3p	mmu-mir-3081	50	72
mmu-mir-3082-5p	mmu-mir-3082	2	23
mmu-mir-3082-3p	mmu-mir-3082	42	63
mmu-mir-3083-5p	mmu-mir-3083	6	27
mmu-mir-3083-3p	mmu-mir-3083	41	62
mmu-mir-3084-5p	mmu-mir-3084-2	7	28
mmu-mir-3084-5p	mmu-mir-3084-1	7	28
mmu-mir-3084-3p	mmu-mir-3084-2	44	64
mmu-mir-3084-3p	mmu-mir-3084-1	44	64
mmu-mir-3085-5p	mmu-mir-3085	16	40
mmu-mir-3085-3p	mmu-mir-3085	56	76
mmu-mir-3086-5p	mmu-mir-3086	16	35
mmu-mir-3086-3p	mmu-mir-3086	53	74
mmu-mir-466m-5p	mmu-mir-466m	15	37
mmu-mir-466m-5p	mmu-mir-669m-2	24	46
mmu-mir-466m-5p	mmu-mir-669m-1	25	47
mmu-mir-466m-5p	mmu-mir-669f	25	47
mmu-mir-466m-5p	mmu-mir-466f-3	17	39
mmu-mir-466m-5p	mmu-mir-466f-2	17	39
mmu-mir-466m-5p	mmu-mir-466f-1	17	39
mmu-mir-466m-5p	mmu-mir-297a-4	16	38
mmu-mir-466m-5p	mmu-mir-297a-3	16	38
mmu-mir-466m-5p	mmu-mir-297a-2	16	38
mmu-mir-466m-3p	mmu-mir-466m	51	72
mmu-mir-466m-3p	mmu-mir-466f-3	57	78
mmu-mir-466m-3p	mmu-mir-466i	81	99
mmu-mir-466m-3p	mmu-mir-466f-2	57	75
mmu-mir-466m-3p	mmu-mir-466f-1	57	75
mmu-mir-466m-3p	mmu-mir-297c	52	66
mmu-mir-466m-3p	mmu-mir-297a-4	52	66
mmu-mir-466m-3p	mmu-mir-297a-3	52	66
mmu-mir-669d-2-3p	mmu-mir-669d-2	53	74
mmu-mir-669d-2-3p	mmu-mir-669d	80	101
mmu-mir-669d-2-3p	mmu-mir-669l	57	77
mmu-mir-669d-2-3p	mmu-mir-467g	80	100
mmu-mir-466o-5p	mmu-mir-466b-8	13	34
mmu-mir-466o-5p	mmu-mir-466b-7	12	33
mmu-mir-466o-5p	mmu-mir-466b-6	14	35
mmu-mir-466o-5p	mmu-mir-466b-5	12	33
mmu-mir-466o-5p	mmu-mir-466b-4	14	35
mmu-mir-466o-5p	mmu-mir-466o	14	35
mmu-mir-466o-5p	mmu-mir-466e	11	32
mmu-mir-466o-5p	mmu-mir-466b-3	10	31
mmu-mir-466o-5p	mmu-mir-466b-2	10	31
mmu-mir-466o-5p	mmu-mir-466b-1	10	31
mmu-mir-466o-3p	mmu-mir-466o	50	71
mmu-mir-466o-3p	mmu-mir-466b-8	55	76
mmu-mir-466o-3p	mmu-mir-466p	55	76
mmu-mir-466o-3p	mmu-mir-466b-7	54	75
mmu-mir-466o-3p	mmu-mir-466b-6	56	77
mmu-mir-466o-3p	mmu-mir-466b-5	54	75
mmu-mir-466o-3p	mmu-mir-466b-4	56	77
mmu-mir-466o-3p	mmu-mir-466c-2	56	77
mmu-mir-466o-3p	mmu-mir-466e	53	74
mmu-mir-466o-3p	mmu-mir-466c-1	53	74
mmu-mir-669p-5p	mmu-mir-669a-12	16	39
mmu-mir-669p-5p	mmu-mir-669a-11	16	39
mmu-mir-669p-5p	mmu-mir-669a-10	16	39
mmu-mir-669p-5p	mmu-mir-669p-2	15	38
mmu-mir-669p-5p	mmu-mir-669a-9	16	39
mmu-mir-669p-5p	mmu-mir-669a-8	16	39
mmu-mir-669p-5p	mmu-mir-669p-1	15	38
mmu-mir-669p-5p	mmu-mir-669a-7	16	39
mmu-mir-669p-5p	mmu-mir-669a-6	16	39
mmu-mir-669p-5p	mmu-mir-669a-5	16	39
mmu-mir-669p-3p	mmu-mir-669p-2	52	75
mmu-mir-669p-3p	mmu-mir-669p-1	52	75
mmu-mir-669p-3p	mmu-mir-669c	58	76
mmu-mir-669p-3p	mmu-mir-669a-12	53	70
mmu-mir-669p-3p	mmu-mir-669a-11	53	70
mmu-mir-669p-3p	mmu-mir-669a-10	53	70
mmu-mir-669p-3p	mmu-mir-669a-9	53	70
mmu-mir-669p-3p	mmu-mir-669a-8	53	70
mmu-mir-669p-3p	mmu-mir-669a-7	53	70
mmu-mir-669p-3p	mmu-mir-669a-6	53	70
mmu-mir-466p-5p	mmu-mir-466p	15	35
mmu-mir-466p-5p	mmu-mir-466a	11	31
mmu-mir-466p-5p	mmu-mir-466b-8	15	34
mmu-mir-466p-5p	mmu-mir-466b-7	14	33
mmu-mir-466p-5p	mmu-mir-466b-6	16	35
mmu-mir-466p-5p	mmu-mir-466b-5	14	33
mmu-mir-466p-5p	mmu-mir-466b-4	16	35
mmu-mir-466p-5p	mmu-mir-466o	16	35
mmu-mir-466p-5p	mmu-mir-466e	13	32
mmu-mir-466p-5p	mmu-mir-466b-3	12	31
mmu-mir-466p-3p	mmu-mir-466b-8	54	75
mmu-mir-466p-3p	mmu-mir-466p	54	75
mmu-mir-466p-3p	mmu-mir-466b-7	53	74
mmu-mir-466p-3p	mmu-mir-466b-6	55	76
mmu-mir-466p-3p	mmu-mir-466b-5	53	74
mmu-mir-466p-3p	mmu-mir-466b-4	55	76
mmu-mir-466p-3p	mmu-mir-466c-2	55	76
mmu-mir-466p-3p	mmu-mir-466e	52	73
mmu-mir-466p-3p	mmu-mir-466c-1	52	73
mmu-mir-466p-3p	mmu-mir-466b-3	51	72
mmu-mir-466n-5p	mmu-mir-466n	19	40
mmu-mir-466n-5p	mmu-mir-466d	12	33
mmu-mir-466n-5p	mmu-mir-466k	19	40
mmu-mir-466n-5p	mmu-mir-466p	17	37
mmu-mir-466n-5p	mmu-mir-466b-7	15	35
mmu-mir-466n-5p	mmu-mir-466b-6	17	37
mmu-mir-466n-5p	mmu-mir-466b-5	15	35
mmu-mir-466n-5p	mmu-mir-466b-4	17	37
mmu-mir-466n-5p	mmu-mir-466o	17	37
mmu-mir-466n-5p	mmu-mir-466b-3	13	33
mmu-mir-466n-3p	mmu-mir-466n	58	79
mmu-mir-3087-5p	mmu-mir-3087	2	22
mmu-mir-3087-3p	mmu-mir-3087	35	55
mmu-mir-3088-5p	mmu-mir-3088	9	30
mmu-mir-3088-3p	mmu-mir-3088	44	66
mmu-mir-3089-5p	mmu-mir-3089	13	34
mmu-mir-3089-3p	mmu-mir-3089	50	72
mmu-mir-3090-5p	mmu-mir-3090	15	35
mmu-mir-3090-3p	mmu-mir-3090	53	74
mmu-mir-3091-5p	mmu-mir-3091	12	32
mmu-mir-3091-3p	mmu-mir-3091	45	66
mmu-mir-3092-5p	mmu-mir-3092	17	38
mmu-mir-3092-3p	mmu-mir-3092	61	81
mmu-mir-3093-5p	mmu-mir-3093	16	37
mmu-mir-3093-3p	mmu-mir-3093	56	77
mmu-mir-3094-5p	mmu-mir-3094	2	22
mmu-mir-3094-3p	mmu-mir-3094	44	64
mmu-mir-3095-5p	mmu-mir-3095	14	35
mmu-mir-3095-3p	mmu-mir-3095	54	76
mmu-mir-3097-5p	mmu-mir-3097	2	24
mmu-mir-3097-3p	mmu-mir-3097	46	67
mmu-mir-3098-5p	mmu-mir-3098	16	37
mmu-mir-3098-3p	mmu-mir-3098	54	74
mmu-mir-3100-5p	mmu-mir-3100	1	23
mmu-mir-3100-3p	mmu-mir-3100	45	65
mmu-mir-3101-5p	mmu-mir-3101	16	36
mmu-mir-3101-3p	mmu-mir-3101	54	74
mmu-mir-344e-5p	mmu-mir-344h-2	1	20
mmu-mir-344e-5p	mmu-mir-344h-1	1	20
mmu-mir-344e-5p	mmu-mir-344e	5	24
mmu-mir-344e-3p	mmu-mir-344e	43	64
mmu-mir-344b-5p	mmu-mir-344b	4	26
mmu-mir-344b-5p	mmu-mir-344-2	9	25
mmu-mir-344b-5p	mmu-mir-344-1	21	37
mmu-mir-344b-5p	mmu-mir-344i	12	27
mmu-mir-344b-5p	mmu-mir-344g	5	19
mmu-mir-344b-3p	mmu-mir-344b	39	60
mmu-mir-344b-3p	mmu-mir-344-2	54	71
mmu-mir-344b-3p	mmu-mir-344-1	66	83
mmu-mir-344c-5p	mmu-mir-344c	18	40
mmu-mir-344c-5p	mmu-mir-344d-1	4	20
mmu-mir-344c-5p	mmu-mir-344-2	9	27
mmu-mir-344c-5p	mmu-mir-344-1	21	39
mmu-mir-344c-3p	mmu-mir-344c	58	80
mmu-mir-344c-3p	mmu-mir-344-2	49	68
mmu-mir-344c-3p	mmu-mir-344-1	61	80
mmu-mir-344g-5p	mmu-mir-344g	5	25
mmu-mir-344g-5p	mmu-mir-344i	12	32
mmu-mir-344g-5p	mmu-mir-344b	4	18
mmu-mir-344g-5p	mmu-mir-344-2	9	23
mmu-mir-344g-5p	mmu-mir-344-1	21	35
mmu-mir-344g-3p	mmu-mir-344g	44	65
mmu-mir-344g-3p	mmu-mir-344i	51	66
mmu-mir-344g-3p	mmu-mir-344f	42	56
mmu-mir-344f-5p	mmu-mir-344f	3	24
mmu-mir-344f-5p	mmu-mir-344i	12	33
mmu-mir-344f-3p	mmu-mir-344f	46	66
mmu-mir-3102-5p	mmu-mir-3102	1	22
mmu-mir-3102-5p.2-5p	mmu-mir-3102	23	43
mmu-mir-3102-3p.2-3p	mmu-mir-3102	60	80
mmu-mir-3102-3p	mmu-mir-3102	81	103
mmu-mir-3103-5p	mmu-mir-3103	2	22
mmu-mir-3103-3p	mmu-mir-3103	45	66
mmu-mir-3104-5p	mmu-mir-3104	2	26
mmu-mir-3104-3p	mmu-mir-3104	40	62
mmu-mir-3105-5p	mmu-mir-3105	14	35
mmu-mir-3105-3p	mmu-mir-3105	51	72
mmu-mir-3107-5p	mmu-mir-3107	15	36
mmu-mir-3107-5p	mmu-mir-486	33	54
mmu-mir-3107-3p	mmu-mir-3107	57	76
mmu-mir-3107-3p	mmu-mir-486	75	94
mmu-mir-3074-2-3p	mmu-mir-3074-2	50	69
mmu-mir-3074-2-3p	mmu-mir-3074-1	56	71
mmu-mir-3108-5p	mmu-mir-3108	11	33
mmu-mir-3108-3p	mmu-mir-3108	52	72
mmu-mir-3109-5p	mmu-mir-3109	15	38
mmu-mir-3109-3p	mmu-mir-3109	54	74
mmu-mir-3110-5p	mmu-mir-3110	13	33
mmu-mir-3110-3p	mmu-mir-3110	48	69
mmu-mir-374c-5p	mmu-mir-374c	2	21
mmu-mir-374c-5p	mmu-mir-374b	24	43
mmu-mir-374c-3p	mmu-mir-374c	29	47
mmu-mir-374c-3p	mmu-mir-374b	51	69
mmu-mir-3112-5p	mmu-mir-3112	15	35
mmu-mir-3112-3p	mmu-mir-3112	51	71
mmu-mir-1912-5p	mmu-mir-1912	16	37
mmu-mir-1912-3p	mmu-mir-1912	53	74
mmu-mir-3113-5p	mmu-mir-3113	14	35
mmu-mir-3113-3p	mmu-mir-3113	45	64
hsa-mir-3115	hsa-mir-3115	6	25
hsa-mir-3116	hsa-mir-3116-2	42	63
hsa-mir-3116	hsa-mir-3116-1	45	66
hsa-mir-3117-5p	hsa-mir-3117	13	32
hsa-mir-3117-3p	hsa-mir-3117	46	66
hsa-mir-3118	hsa-mir-3118-6	44	66
hsa-mir-3118	hsa-mir-3118-5	45	67
hsa-mir-3118	hsa-mir-3118-4	44	66
hsa-mir-3118	hsa-mir-3118-3	44	66
hsa-mir-3118	hsa-mir-3118-2	43	65
hsa-mir-3118	hsa-mir-3118-1	44	66
hsa-mir-3119	hsa-mir-3119-2	9	28
hsa-mir-3119	hsa-mir-3119-1	9	28
hsa-mir-3120-5p	hsa-mir-3120	13	33
hsa-mir-3120-3p	hsa-mir-3120	51	71
hsa-mir-3121-5p	hsa-mir-3121	12	33
hsa-mir-3121-3p	hsa-mir-3121	47	68
hsa-mir-3122	hsa-mir-3122	10	31
hsa-mir-3123	hsa-mir-3123	49	65
hsa-mir-3124-5p	hsa-mir-3124	7	27
hsa-mir-3124-3p	hsa-mir-3124	42	63
hsa-mir-548s	hsa-mir-548s	52	74
hsa-mir-548s	hsa-mir-548ar	38	54
hsa-mir-548s	hsa-mir-548o-2	43	59
hsa-mir-3125	hsa-mir-3125	10	29
hsa-mir-3126-5p	hsa-mir-3126	10	31
hsa-mir-3126-3p	hsa-mir-3126	46	67
hsa-mir-3127-5p	hsa-mir-3127	11	33
hsa-mir-3127-3p	hsa-mir-3127	47	68
hsa-mir-3128	hsa-mir-3128	5	27
hsa-mir-3129-5p	hsa-mir-3129	9	30
hsa-mir-3129-3p	hsa-mir-3129	47	68
hsa-mir-3130-5p	hsa-mir-3130-2	13	33
hsa-mir-3130-5p	hsa-mir-3130-1	13	33
hsa-mir-3130-3p	hsa-mir-3130-2	44	64
hsa-mir-3130-3p	hsa-mir-3130-1	44	64
hsa-mir-3131	hsa-mir-3131	4	26
hsa-mir-3132	hsa-mir-3132	8	31
hsa-mir-3133	hsa-mir-3133	10	31
hsa-mir-378b	hsa-mir-378b	34	52
hsa-mir-378b	hsa-mir-378f	52	70
hsa-mir-378b	hsa-mir-378d-1	31	49
hsa-mir-378b	hsa-mir-378c	11	29
hsa-mir-378b	hsa-mir-378d-2	22	40
hsa-mir-378b	hsa-mir-378a	43	61
hsa-mir-3134	hsa-mir-3134	45	67
hsa-mir-3135a	hsa-mir-3135a	10	31
hsa-mir-466	hsa-mir-466	52	74
hsa-mir-3136-5p	hsa-mir-3136	10	32
hsa-mir-3136-3p	hsa-mir-3136	49	70
hsa-mir-544b	hsa-mir-544b	48	69
hsa-mir-3137	hsa-mir-3137	7	30
hsa-mir-3138	hsa-mir-3138	48	71
hsa-mir-3139	hsa-mir-3139	10	32
hsa-mir-3140-5p	hsa-mir-3140	12	32
hsa-mir-3140-3p	hsa-mir-3140	60	81
hsa-mir-548t-5p	hsa-mir-548t	10	30
hsa-mir-548t-5p	hsa-mir-548az	20	40
hsa-mir-548t-3p	hsa-mir-548ad	50	73
hsa-mir-548t-3p	hsa-mir-548aa-2	55	79
hsa-mir-548t-3p	hsa-mir-548aa-1	55	79
hsa-mir-548t-3p	hsa-mir-548t	46	70
hsa-mir-548t-3p	hsa-mir-548d-2	62	86
hsa-mir-548t-3p	hsa-mir-548d-1	62	86
hsa-mir-3141	hsa-mir-3141	10	28
hsa-mir-3142	hsa-mir-3142	7	28
hsa-mir-3143	hsa-mir-3143	4	28
hsa-mir-548u	hsa-mir-548u	49	71
hsa-mir-548u	hsa-mir-548aq	37	58
hsa-mir-548u	hsa-mir-548h-3	65	86
hsa-mir-548u	hsa-mir-603	66	82
hsa-mir-3144-5p	hsa-mir-3144	13	34
hsa-mir-3144-3p	hsa-mir-3144	48	69
hsa-mir-3145-5p	hsa-mir-3145	12	33
hsa-mir-3145-3p	hsa-mir-3145	49	72
hsa-mir-1273c	hsa-mir-1273c	10	31
hsa-mir-3146	hsa-mir-3146	50	71
hsa-mir-3147	hsa-mir-3147	6	29
hsa-mir-548v	hsa-mir-548v	49	70
hsa-mir-548v	hsa-mir-548au	37	53
hsa-mir-548v	hsa-mir-548ah	56	72
hsa-mir-548v	hsa-mir-548p	59	75
hsa-mir-548v	hsa-mir-548o	96	112
hsa-mir-548v	hsa-mir-548o-2	54	69
hsa-mir-3148	hsa-mir-3148	10	31
hsa-mir-3149	hsa-mir-3149	51	73
hsa-mir-3150a-5p	hsa-mir-3150a	12	33
hsa-mir-3150a-3p	hsa-mir-3150a	49	70
hsa-mir-3151-5p	hsa-mir-3151	10	30
hsa-mir-3151-3p	hsa-mir-3151	49	68
hsa-mir-3152-5p	hsa-mir-3152	11	32
hsa-mir-3152-3p	hsa-mir-3152	45	66
hsa-mir-3153	hsa-mir-3153	50	72
hsa-mir-3074-5p	hsa-mir-3074	12	32
hsa-mir-3074-3p	hsa-mir-3074	50	71
hsa-mir-3154	hsa-mir-3154	54	75
hsa-mir-3155a	hsa-mir-3155a	52	72
hsa-mir-3155a	hsa-mir-3155b	37	54
hsa-mir-3156-5p	hsa-mir-3156-3	9	30
hsa-mir-3156-5p	hsa-mir-3156-2	9	30
hsa-mir-3156-5p	hsa-mir-3156-1	8	29
hsa-mir-3156-3p	hsa-mir-3156-3	50	70
hsa-mir-3156-3p	hsa-mir-3156-2	50	70
hsa-mir-3156-3p	hsa-mir-3156-1	49	69
hsa-mir-3157-5p	hsa-mir-3157	10	31
hsa-mir-3157-3p	hsa-mir-3157	58	79
hsa-mir-3158-5p	hsa-mir-3158-2	13	33
hsa-mir-3158-5p	hsa-mir-3158-1	13	33
hsa-mir-3158-3p	hsa-mir-3158-2	50	71
hsa-mir-3158-3p	hsa-mir-3158-1	50	71
hsa-mir-3159	hsa-mir-3159	10	31
hsa-mir-3160-5p	hsa-mir-3160-2	11	32
hsa-mir-3160-5p	hsa-mir-3160-1	13	34
hsa-mir-3160-3p	hsa-mir-3160-2	52	73
hsa-mir-3160-3p	hsa-mir-3160-1	54	75
hsa-mir-3161	hsa-mir-3161	10	32
hsa-mir-3162-5p	hsa-mir-3162	10	32
hsa-mir-3162-3p	hsa-mir-3162	52	72
hsa-mir-3163	hsa-mir-3163	10	31
hsa-mir-3164	hsa-mir-3164	10	31
hsa-mir-3165	hsa-mir-3165	10	31
hsa-mir-3166	hsa-mir-3166	60	82
hsa-mir-1260b	hsa-mir-1260b	10	28
hsa-mir-3167	hsa-mir-3167	54	75
hsa-mir-3168	hsa-mir-3168	9	25
hsa-mir-3169	hsa-mir-3169	12	33
hsa-mir-3170	hsa-mir-3170	10	31
hsa-mir-3171	hsa-mir-3171	10	33
hsa-mir-3173-5p	hsa-mir-3173	5	26
hsa-mir-3173-3p	hsa-mir-3173	43	64
hsa-mir-1193	hsa-mir-1193	10	32
hsa-mir-323b-5p	hsa-mir-323b	15	37
hsa-mir-323b-3p	hsa-mir-323b	51	72
hsa-mir-323b-3p	hsa-mir-323a	56	72
hsa-mir-3174	hsa-mir-3174	10	32
hsa-mir-3175	hsa-mir-3175	10	31
hsa-mir-3176	hsa-mir-3176	60	78
hsa-mir-3177-5p	hsa-mir-3177	11	33
hsa-mir-3177-3p	hsa-mir-3177	54	74
hsa-mir-3178	hsa-mir-3178	11	27
hsa-mir-3179	hsa-mir-3179-3	52	73
hsa-mir-3179	hsa-mir-3179-2	52	73
hsa-mir-3179	hsa-mir-3179-1	52	73
hsa-mir-3180-5p	hsa-mir-3180-3	18	42
hsa-mir-3180-5p	hsa-mir-3180-2	14	38
hsa-mir-3180-5p	hsa-mir-3180-1	18	42
hsa-mir-3180-5p	hsa-mir-3180-5	1	16
hsa-mir-3180-5p	hsa-mir-3180-4	1	16
hsa-mir-3180-3p	hsa-mir-3180-5	36	57
hsa-mir-3180-3p	hsa-mir-3180-4	36	57
hsa-mir-3180-3p	hsa-mir-3180-3	62	83
hsa-mir-3180-3p	hsa-mir-3180-2	58	79
hsa-mir-3180-3p	hsa-mir-3180-1	62	83
hsa-mir-548w	hsa-mir-548w	10	32
hsa-mir-548w	hsa-mir-548ak	5	24
hsa-mir-548w	hsa-mir-548am	10	31
hsa-mir-548w	hsa-mir-548o-2	7	28
hsa-mir-548w	hsa-mir-548c	25	46
hsa-mir-548w	hsa-mir-548au	1	21
hsa-mir-3181	hsa-mir-3181	9	27
hsa-mir-3182	hsa-mir-3182	4	20
hsa-mir-3183	hsa-mir-3183	10	31
hsa-mir-3184-5p	hsa-mir-3184	10	33
hsa-mir-3184-3p	hsa-mir-3184	44	66
hsa-mir-3185	hsa-mir-3185	8	30
hsa-mir-3065-5p	hsa-mir-3065	10	32
hsa-mir-3065-3p	hsa-mir-3065	50	72
hsa-mir-3186-5p	hsa-mir-3186	16	37
hsa-mir-3186-3p	hsa-mir-3186	53	73
hsa-mir-3187-5p	hsa-mir-3187	7	29
hsa-mir-3187-3p	hsa-mir-3187	44	63
hsa-mir-3188	hsa-mir-3188	53	75
hsa-mir-3189-5p	hsa-mir-3189	9	33
hsa-mir-3189-3p	hsa-mir-3189	46	66
hsa-mir-320e	hsa-mir-320e	35	52
hsa-mir-320e	hsa-mir-320d-2	31	45
hsa-mir-320e	hsa-mir-320c-2	32	46
hsa-mir-320e	hsa-mir-320d-1	31	45
hsa-mir-320e	hsa-mir-320b-2	73	87
hsa-mir-320e	hsa-mir-320c-1	51	65
hsa-mir-320e	hsa-mir-320b-1	40	54
hsa-mir-320e	hsa-mir-320a	49	63
hsa-mir-3190-5p	hsa-mir-3190	14	33
hsa-mir-3190-3p	hsa-mir-3190	47	69
hsa-mir-3191-5p	hsa-mir-3191	9	30
hsa-mir-3191-3p	hsa-mir-3191	46	68
hsa-mir-3192-5p	hsa-mir-3192	10	32
hsa-mir-3192-3p	hsa-mir-3192	48	68
hsa-mir-3193	hsa-mir-3193	1	22
hsa-mir-3194-5p	hsa-mir-3194	10	30
hsa-mir-3194-3p	hsa-mir-3194	45	66
hsa-mir-3195	hsa-mir-3195	11	27
hsa-mir-3196	hsa-mir-3196	10	27
hsa-mir-548x-5p	hsa-mir-548aj-2	16	38
hsa-mir-548x-5p	hsa-mir-548x	8	30
hsa-mir-548x-5p	hsa-mir-548g	15	37
hsa-mir-548x-5p	hsa-mir-548ar	1	20
hsa-mir-548x-5p	hsa-mir-548am	7	29
hsa-mir-548x-5p	hsa-mir-548al	7	29
hsa-mir-548x-3p	hsa-mir-548x-2	59	78
hsa-mir-548x-3p	hsa-mir-548x	46	65
hsa-mir-548x-3p	hsa-mir-548aj-2	55	73
hsa-mir-548x-3p	hsa-mir-548aj-1	45	63
hsa-mir-548x-3p	hsa-mir-548ae-2	44	62
hsa-mir-548x-3p	hsa-mir-548ae-1	44	62
hsa-mir-548x-3p	hsa-mir-548ba	39	56
hsa-mir-548x-3p	hsa-mir-548aq	38	55
hsa-mir-548x-3p	hsa-mir-548h-3	66	83
hsa-mir-3197	hsa-mir-3197	8	30
hsa-mir-3198	hsa-mir-3198-2	49	70
hsa-mir-3198	hsa-mir-3198-1	49	70
hsa-mir-3199	hsa-mir-3199-2	10	32
hsa-mir-3199	hsa-mir-3199-1	10	32
hsa-mir-3200-5p	hsa-mir-3200	13	34
hsa-mir-3200-3p	hsa-mir-3200	54	75
hsa-mir-3201	hsa-mir-3201	1	17
hsa-mir-514b-5p	hsa-mir-514b	13	34
hsa-mir-514b-3p	hsa-mir-514b	50	70
hsa-mir-3202	hsa-mir-3202-2	8	29
hsa-mir-3202	hsa-mir-3202-1	9	30
hsa-mir-1273d	hsa-mir-1273d	10	34
mmu-mir-3470a	mmu-mir-3470a	8	28
mmu-mir-3470a	mmu-mir-3470b	34	54
mmu-mir-3470b	mmu-mir-3470b	34	54
mmu-mir-3470b	mmu-mir-3470a	8	28
mmu-mir-3471	mmu-mir-3471-2	14	35
mmu-mir-3471	mmu-mir-3471-1	25	46
mmu-mir-3472	mmu-mir-3472	47	71
mmu-mir-3473a	mmu-mir-3473a	59	76
mmu-mir-3473a	mmu-mir-3473f	87	103
mmu-mir-3473a	mmu-mir-690	62	78
mmu-mir-3473a	mmu-mir-6413	68	83
mmu-mir-3473a	mmu-mir-3473b	40	55
mmu-mir-3474	mmu-mir-3474	1	22
hsa-mir-4295	hsa-mir-4295	11	28
hsa-mir-4296	hsa-mir-4296	11	27
hsa-mir-4297	hsa-mir-4297	11	26
hsa-mir-378c	hsa-mir-378c	11	35
hsa-mir-378c	hsa-mir-378a	43	62
hsa-mir-378c	hsa-mir-378d-1	31	49
hsa-mir-378c	hsa-mir-378d-2	22	40
hsa-mir-378c	hsa-mir-378g	2	22
hsa-mir-378c	hsa-mir-378e	58	74
hsa-mir-378c	hsa-mir-378i	7	26
hsa-mir-378c	hsa-mir-378f	52	71
hsa-mir-4293	hsa-mir-4293	52	68
hsa-mir-4294	hsa-mir-4294	11	27
hsa-mir-4301	hsa-mir-4301	11	30
hsa-mir-4299	hsa-mir-4299	45	62
hsa-mir-4298	hsa-mir-4298	11	32
hsa-mir-4300	hsa-mir-4300	69	86
hsa-mir-4304	hsa-mir-4304	11	27
hsa-mir-4302	hsa-mir-4302	11	28
hsa-mir-4303	hsa-mir-4303	11	27
hsa-mir-4305	hsa-mir-4305	11	28
hsa-mir-4306	hsa-mir-4306	65	81
hsa-mir-4306	hsa-mir-185	15	30
hsa-mir-4309	hsa-mir-4309	11	28
hsa-mir-4307	hsa-mir-4307	56	74
hsa-mir-4308	hsa-mir-4308	54	71
hsa-mir-4310	hsa-mir-4310	32	47
hsa-mir-4311	hsa-mir-4311	11	28
hsa-mir-4312	hsa-mir-4312	48	66
hsa-mir-4313	hsa-mir-4313	11	30
hsa-mir-4315	hsa-mir-4315-2	11	28
hsa-mir-4315	hsa-mir-4315-1	11	28
hsa-mir-4316	hsa-mir-4316	11	27
hsa-mir-4314	hsa-mir-4314	11	28
hsa-mir-4318	hsa-mir-4318	55	71
hsa-mir-4319	hsa-mir-4319	11	27
hsa-mir-4320	hsa-mir-4320	38	55
hsa-mir-4317	hsa-mir-4317	11	27
hsa-mir-4322	hsa-mir-4322	43	63
